Versicherer,Kanton,Hoheitsgebiet,Geschäftsjahr,Erhebungsjahr,Region,Tarif,Tariftyp,HMO-ID,Eingeschränkt,Gemeindecode,PLZ4,%_IN_GDE,KTKZ,GDENAMK,PlzGemeinde
8,AG,CH,2020,2019,PR-REG CH0,01_016_16,TAR-HAM,NA,Y,4022,5454,99.8,AG,Bellikon,5454 Bellikon
8,AG,CH,2020,2019,PR-REG CH0,01_016_16,TAR-HAM,NA,Y,4022,8967,0.2,AG,Bellikon,8967 Bellikon
8,BE,CH,2020,2019,PR-REG CH2,01_016_14,TAR-HAM,NA,Y,301,3250,0.11,BE,Aarberg,3250 Aarberg
8,BE,CH,2020,2019,PR-REG CH2,01_016_14,TAR-HAM,NA,Y,301,3267,0.11,BE,Aarberg,3267 Aarberg
8,BE,CH,2020,2019,PR-REG CH2,01_016_14,TAR-HAM,NA,Y,301,3270,99.35,BE,Aarberg,3270 Aarberg
8,BE,CH,2020,2019,PR-REG CH2,01_016_14,TAR-HAM,NA,Y,301,3273,0.43,BE,Aarberg,3273 Aarberg
8,FR,CH,2020,2019,PR-REG CH2,01_016_15,TAR-HAM,NA,Y,2008,1473,100,FR,Châtillon (FR),1473 Châtillon (FR)
8,SO,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,2401,4622,100,SO,Egerkingen,4622 Egerkingen
8,SO,CH,2020,2019,PR-REG CH0,01_016_15,TAR-HAM,NA,Y,2401,4622,100,SO,Egerkingen,4622 Egerkingen
8,TG,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,4431,9306,38.53,TG,Roggwil (TG),9306 Roggwil (TG)
8,TG,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,4431,9315,1.95,TG,Roggwil (TG),9315 Roggwil (TG)
8,TG,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,4431,9320,5.7,TG,Roggwil (TG),9320 Roggwil (TG)
8,TG,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,4431,9325,53.82,TG,Roggwil (TG),9325 Roggwil (TG)
8,VD,CH,2020,2019,PR-REG CH2,01_016_15,TAR-HAM,NA,Y,5456,1588,100,VD,Cudrefin,1588 Cudrefin
246,BE,CH,2020,2019,PR-REG CH2,igomed,TAR-HAM,NA,Y,605,3531,0.97,BE,Bowil,3531 Bowil
246,BE,CH,2020,2019,PR-REG CH2,igomed,TAR-HAM,NA,Y,605,3533,86.23,BE,Bowil,3533 Bowil
246,BE,CH,2020,2019,PR-REG CH2,igomed,TAR-HAM,NA,Y,605,3534,10.14,BE,Bowil,3534 Bowil
246,BE,CH,2020,2019,PR-REG CH2,igomed,TAR-HAM,NA,Y,605,3538,1.69,BE,Bowil,3538 Bowil
246,BE,CH,2020,2019,PR-REG CH2,igomed,TAR-HAM,NA,Y,605,3673,0.97,BE,Bowil,3673 Bowil
246,BE,CH,2020,2019,PR-REG CH2,Regiomed,TAR-HAM,NA,Y,923,3614,3.33,BE,Buchholterberg,3614 Buchholterberg
246,BE,CH,2020,2019,PR-REG CH2,Regiomed,TAR-HAM,NA,Y,923,3615,95.42,BE,Buchholterberg,3615 Buchholterberg
246,BE,CH,2020,2019,PR-REG CH2,Regiomed,TAR-HAM,NA,Y,923,3618,0.42,BE,Buchholterberg,3618 Buchholterberg
246,BE,CH,2020,2019,PR-REG CH2,Regiomed,TAR-HAM,NA,Y,923,3674,0.83,BE,Buchholterberg,3674 Buchholterberg
246,BE,CH,2020,2019,PR-REG CH3,beodocs,TAR-HAM,NA,Y,561,3715,99.78,BE,Adelboden,3715 Adelboden
246,BE,CH,2020,2019,PR-REG CH3,beodocs,TAR-HAM,NA,Y,561,3725,0.22,BE,Adelboden,3725 Adelboden
246,BE,CH,2020,2019,PR-REG CH3,igomed,TAR-HAM,NA,Y,561,3715,99.78,BE,Adelboden,3715 Adelboden
246,BE,CH,2020,2019,PR-REG CH3,igomed,TAR-HAM,NA,Y,561,3725,0.22,BE,Adelboden,3725 Adelboden
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo4054R,Y,4172,4333,100,AG,Münchwilen (AG),4333 Münchwilen (AG)
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5000,Y,4001,5000,81.01,AG,Aarau,5000 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5000,Y,4001,5004,1.26,AG,Aarau,5004 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5000,Y,4001,5032,17.72,AG,Aarau,5032 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5400,Y,4021,5400,67.01,AG,Baden,5400 Baden
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5400,Y,4021,5404,0.48,AG,Baden,5404 Baden
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5400,Y,4021,5405,16.96,AG,Baden,5405 Baden
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5400,Y,4021,5406,15.55,AG,Baden,5406 Baden
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,4001,5000,81.01,AG,Aarau,5000 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,4001,5004,1.26,AG,Aarau,5004 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,4001,5032,17.72,AG,Aarau,5032 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6460D,Y,4001,5000,81.01,AG,Aarau,5000 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6460D,Y,4001,5004,1.26,AG,Aarau,5004 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6460D,Y,4001,5032,17.72,AG,Aarau,5032 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,4001,5000,81.01,AG,Aarau,5000 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,4001,5004,1.26,AG,Aarau,5004 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,4001,5032,17.72,AG,Aarau,5032 Aarau
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8953,Y,4022,5454,99.8,AG,Bellikon,5454 Bellikon
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8953,Y,4022,8967,0.2,AG,Bellikon,8967 Bellikon
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,371,2500,0.08,BE,Biel/Bienne,2500 Biel/Bienne
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,371,2502,37.27,BE,Biel/Bienne,2502 Biel/Bienne
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,371,2503,30.4,BE,Biel/Bienne,2503 Biel/Bienne
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,371,2504,29.47,BE,Biel/Bienne,2504 Biel/Bienne
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,371,2505,2.76,BE,Biel/Bienne,2505 Biel/Bienne
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,371,2532,0.03,BE,Biel/Bienne,2532 Biel/Bienne
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3004,3.14,BE,Bern,3004 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3005,5.22,BE,Bern,3005 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3006,17.41,BE,Bern,3006 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3007,10.89,BE,Bern,3007 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3008,7.35,BE,Bern,3008 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3010,0.15,BE,Bern,3010 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3011,8.24,BE,Bern,3011 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3012,9.97,BE,Bern,3012 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3013,6.57,BE,Bern,3013 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3014,9.49,BE,Bern,3014 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3015,0.3,BE,Bern,3015 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3018,11.61,BE,Bern,3018 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3019,1.68,BE,Bern,3019 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3020,0.9,BE,Bern,3020 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3027,5.77,BE,Bern,3027 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3032,0.39,BE,Bern,3032 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3037,0.03,BE,Bern,3037 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3048,0.48,BE,Bern,3048 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3063,0.02,BE,Bern,3063 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3072,0.06,BE,Bern,3072 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3073,0.02,BE,Bern,3073 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3084,0.27,BE,Bern,3084 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,351,3097,0.03,BE,Bern,3097 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3004,3.14,BE,Bern,3004 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3005,5.22,BE,Bern,3005 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3006,17.41,BE,Bern,3006 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3007,10.89,BE,Bern,3007 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3008,7.35,BE,Bern,3008 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3010,0.15,BE,Bern,3010 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3011,8.24,BE,Bern,3011 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3012,9.97,BE,Bern,3012 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3013,6.57,BE,Bern,3013 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3014,9.49,BE,Bern,3014 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3015,0.3,BE,Bern,3015 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3018,11.61,BE,Bern,3018 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3019,1.68,BE,Bern,3019 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3020,0.9,BE,Bern,3020 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3027,5.77,BE,Bern,3027 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3032,0.39,BE,Bern,3032 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3037,0.03,BE,Bern,3037 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3048,0.48,BE,Bern,3048 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3063,0.02,BE,Bern,3063 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3072,0.06,BE,Bern,3072 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3073,0.02,BE,Bern,3073 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3084,0.27,BE,Bern,3084 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,351,3097,0.03,BE,Bern,3097 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3004,3.14,BE,Bern,3004 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3005,5.22,BE,Bern,3005 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3006,17.41,BE,Bern,3006 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3007,10.89,BE,Bern,3007 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3008,7.35,BE,Bern,3008 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3010,0.15,BE,Bern,3010 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3011,8.24,BE,Bern,3011 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3012,9.97,BE,Bern,3012 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3013,6.57,BE,Bern,3013 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3014,9.49,BE,Bern,3014 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3015,0.3,BE,Bern,3015 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3018,11.61,BE,Bern,3018 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3019,1.68,BE,Bern,3019 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3020,0.9,BE,Bern,3020 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3027,5.77,BE,Bern,3027 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3032,0.39,BE,Bern,3032 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3037,0.03,BE,Bern,3037 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3048,0.48,BE,Bern,3048 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3063,0.02,BE,Bern,3063 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3072,0.06,BE,Bern,3072 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3073,0.02,BE,Bern,3073 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3084,0.27,BE,Bern,3084 Bern
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,351,3097,0.03,BE,Bern,3097 Bern
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo2503,Y,387,2543,100,BE,Lengnau (BE),2543 Lengnau (BE)
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3000AN,Y,301,3250,0.11,BE,Aarberg,3250 Aarberg
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3000AN,Y,301,3267,0.11,BE,Aarberg,3267 Aarberg
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3000AN,Y,301,3270,99.35,BE,Aarberg,3270 Aarberg
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3000AN,Y,301,3273,0.43,BE,Aarberg,3273 Aarberg
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3011.BE1,Y,535,3053,100,BE,Deisswil b. Münchenbuch.,3053 Deisswil b. Münchenbuch.
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3011B10,Y,546,3052,5.73,BE,Münchenbuchsee,3052 Münchenbuchsee
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3011B10,Y,546,3053,94.27,BE,Münchenbuchsee,3053 Münchenbuchsee
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3322E,Y,403,3323,100,BE,Bäriswil,3323 Bäriswil
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo3000AN,Y,321,4912,99.13,BE,Aarwangen,4912 Aarwangen
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo3000AN,Y,321,4922,0.87,BE,Aarwangen,4922 Aarwangen
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo4500new2,Y,329,4900,98.04,BE,Langenthal,4900 Langenthal
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo4500new2,Y,329,4916,1.93,BE,Langenthal,4916 Langenthal
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo4500new2,Y,329,4924,0.03,BE,Langenthal,4924 Langenthal
312,BL,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo4051.BS1,Y,2762,4123,100,BL,Allschwil,4123 Allschwil
312,BL,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo4054R,Y,2781,4223,100,BL,Blauen,4223 Blauen
312,LU,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo6020,Y,1024,6020,72.91,LU,Emmen,6020 Emmen
312,LU,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo6020,Y,1024,6023,0.03,LU,Emmen,6023 Emmen
312,LU,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo6020,Y,1024,6032,26.5,LU,Emmen,6032 Emmen
312,LU,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo6020,Y,1024,6206,0.56,LU,Emmen,6206 Emmen
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo4500new2,Y,1064,6344,100,LU,Meierskappel,6344 Meierskappel
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003,Y,1040,6023,99.74,LU,Rothenburg,6023 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003,Y,1040,6026,0.19,LU,Rothenburg,6026 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003,Y,1040,6206,0.06,LU,Rothenburg,6206 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003O,Y,1040,6023,99.74,LU,Rothenburg,6023 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003O,Y,1040,6026,0.19,LU,Rothenburg,6026 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003O,Y,1040,6206,0.06,LU,Rothenburg,6206 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6004,Y,1040,6023,99.74,LU,Rothenburg,6023 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6004,Y,1040,6026,0.19,LU,Rothenburg,6026 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6004,Y,1040,6206,0.06,LU,Rothenburg,6206 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6020,Y,1009,6105,59.13,LU,Werthenstein,6105 Werthenstein
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6020,Y,1009,6106,13.92,LU,Werthenstein,6106 Werthenstein
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6020,Y,1009,6110,26.94,LU,Werthenstein,6110 Werthenstein
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1040,6023,99.74,LU,Rothenburg,6023 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1040,6026,0.19,LU,Rothenburg,6026 Rothenburg
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1040,6206,0.06,LU,Rothenburg,6206 Rothenburg
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo4500new2,Y,1122,6147,100,LU,Altbüron,6147 Altbüron
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003,Y,1021,6287,100,LU,Aesch (LU),6287 Aesch (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003O,Y,1026,6026,0.4,LU,Eschenbach (LU),6026 Eschenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003O,Y,1026,6034,4.48,LU,Eschenbach (LU),6034 Eschenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003O,Y,1026,6274,95.13,LU,Eschenbach (LU),6274 Eschenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6004,Y,1026,6026,0.4,LU,Eschenbach (LU),6026 Eschenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6004,Y,1026,6034,4.48,LU,Eschenbach (LU),6034 Eschenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6004,Y,1026,6274,95.13,LU,Eschenbach (LU),6274 Eschenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6020,Y,1001,6110,0.45,LU,Doppleschwand,6110 Doppleschwand
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6020,Y,1001,6112,99.55,LU,Doppleschwand,6112 Doppleschwand
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6045,Y,1033,6034,96.17,LU,Inwil,6034 Inwil
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6045,Y,1033,6038,3.83,LU,Inwil,6038 Inwil
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8037Z,Y,1082,6233,100,LU,Büron,6233 Büron
312,NW,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,1502,6374,100,NW,Buochs,6374 Buochs
312,OW,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,1401,6010,0.21,OW,Alpnach,6010 Alpnach
312,OW,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,1401,6053,18.43,OW,Alpnach,6053 Alpnach
312,OW,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,1401,6055,81.37,OW,Alpnach,6055 Alpnach
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9000,46.21,SG,St. Gallen,9000 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9008,9.49,SG,St. Gallen,9008 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9010,6.31,SG,St. Gallen,9010 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9011,6.51,SG,St. Gallen,9011 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9012,3.96,SG,St. Gallen,9012 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9014,11.36,SG,St. Gallen,9014 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9015,5.65,SG,St. Gallen,9015 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9016,10.18,SG,St. Gallen,9016 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9030,0.02,SG,St. Gallen,9030 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9037,0.18,SG,St. Gallen,9037 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9042,0.11,SG,St. Gallen,9042 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,3203,9300,0.04,SG,St. Gallen,9300 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,3203,9000,46.21,SG,St. Gallen,9000 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,3203,9008,9.49,SG,St. Gallen,9008 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,3203,9010,6.31,SG,St. Gallen,9010 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,3203,9011,6.51,SG,St. Gallen,9011 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,3203,9012,3.96,SG,St. Gallen,9012 St. Gallen
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,3203,9014,11.36,SG,St. Gallen,9014 St. Gallen
